0.000000000000000000e+00,5.104679479775963147e-01,1.224565790252722143e-02,7.167210882842860453e-01,1.193576605951099032e-02,7.587485665492962883e-02,5.714285714285714107e-02
1.000000000000000000e+00,1.637931038279555607e-01,6.401036145920668483e-03,2.294108017425069979e-01,1.594655198600487822e-02,5.752660142513953134e-02,8.571428571428571508e-02
2.000000000000000000e+00,3.823891387773583062e-01,1.290935393259771968e-01,4.864718472831454088e-01,6.837801580776434185e-02,3.513228929007839590e-02,1.142857142857142821e-01
3.000000000000000000e+00,4.100984858086410001e-01,8.234350569892960603e-02,5.263942001884585054e-01,8.864523596253488791e-02,4.204130889164087170e-02,1.142857142857142821e-01
4.000000000000000000e+00,2.032019614214380654e-01,1.601285871467874461e-02,2.495139502439013002e-01,1.304134554109622757e-01,3.535190760638062119e-02,2.000000000000000111e-01
5.000000000000000000e+00,3.211206747527459715e-01,8.991792491539694551e-03,4.552760330851456927e-01,3.046575190610560646e-02,1.959584071371604785e-02,1.142857142857142821e-01
6.000000000000000000e+00,1.594827485591789051e-01,4.267481893192875964e-02,2.374415623029031142e-01,2.188395377096898076e-02,3.700107939200251994e-02,2.857142857142857054e-02
7.000000000000000000e+00,4.390393880840542384e-01,1.405501163312676272e-01,5.785218709849079266e-01,1.062813490832155011e-01,2.028429613600570350e-02,8.571428571428571508e-02
8.000000000000000000e+00,2.592364331060689753e-01,1.926488114546324182e-01,3.076528215204114014e-01,6.750611347471911772e-02,2.321059554715176193e-02,1.142857142857142821e-01
9.000000000000000000e+00,3.389778147261316432e-01,2.940726144925044638e-02,4.440328956069016786e-01,4.722020544740853504e-02,1.600368593682935381e-02,8.571428571428571508e-02
1.000000000000000000e+01,3.205049264925741159e-01,3.623218170415735961e-02,4.412970644289037625e-01,5.024106854627211072e-02,2.484399309222250912e-02,2.857142857142857054e-02
1.100000000000000000e+01,4.605911350660442105e-01,7.318060289778970063e-04,5.818188615827083465e-01,8.584126677879089229e-02,2.805614818827175186e-02,5.714285714285714107e-02
1.200000000000000000e+01,1.659482667813973189e-01,4.079785082787730499e-02,2.108281479364609023e-01,1.345319535162977503e-02,5.375362136699285420e-02,5.714285714285714107e-02
1.300000000000000000e+01,3.799260870128837730e-01,4.117862219771160816e-04,4.831841634023912868e-01,5.119780488563447501e-02,3.350394667812780364e-02,1.142857142857142821e-01
1.400000000000000000e+01,1.613300520634812218e-01,1.084046665219069450e-01,2.097020712689723065e-01,4.810883452777084401e-02,4.012822122312916656e-02,5.714285714285714107e-02
1.500000000000000000e+01,3.081896383083093105e-01,3.229865724244152525e-01,3.645595361829687131e-01,2.356399242649410419e-01,3.726312130149997404e-02,2.285714285714285643e-01
1.600000000000000000e+01,2.986453200614446191e-01,9.297525386883477572e-02,3.933974516021001011e-01,3.927830443404399519e-02,5.006071651698753427e-02,1.428571428571428492e-01
1.700000000000000000e+01,1.714901479324111300e-01,9.111898350307923167e-02,2.557575414328926433e-01,6.343150746901549120e-02,3.947299758126755070e-02,5.714285714285714107e-02
1.800000000000000000e+01,1.357758533046935778e-01,5.325830820722016190e-02,2.047250314012670491e-01,8.353079651031072167e-03,1.843363018355488950e-02,2.857142857142857054e-02
1.900000000000000000e+01,2.306034490035813456e-01,4.325657347652029500e-02,2.869782014316936136e-01,4.359557358180014830e-02,3.302204469006100873e-02,1.142857142857142821e-01
2.000000000000000000e+01,3.568349546995170374e-01,8.455026606136561984e-02,4.703593070654840669e-01,4.457272557960544057e-02,2.376159669981179473e-02,5.714285714285714107e-02
