1.991208422499262665e-01,1.224565790252722143e-02,7.167210882842860453e-01,1.325711462535647013e-02,7.587485665492962883e-02,5.555555555555555247e-02,9.721721451910939615e-01
1.367032997067776645e-01,6.401036145920668483e-03,2.294108017425069979e-01,1.504981935185535635e-02,5.752660142513953134e-02,5.555555555555555247e-02,8.157967859596203519e-01
3.076922802832409709e-01,1.290935393259771968e-01,4.864718472831454088e-01,6.873667311229826604e-02,3.513228929007839590e-02,1.111111111111111049e-01,8.755852055464176109e-01
2.892307388550738878e-01,8.234350569892960603e-02,5.263942001884585054e-01,7.618084671159899846e-02,4.204130889164087170e-02,1.111111111111111049e-01,7.358477933231243329e-01
2.074725139015844988e-01,1.601285871467874461e-02,2.495139502439013002e-01,9.550106852157581871e-02,3.535190760638062119e-02,1.944444444444444475e-01,6.138323514865536845e-01
1.410988788584009446e-01,8.991792491539694551e-03,4.552760330851456927e-01,2.917429763409625301e-02,1.959584071371604785e-02,1.111111111111111049e-01,8.295411840679841609e-01
5.142855274434032092e-02,4.267481893192875964e-02,2.374415623029031142e-01,2.443988087147112506e-02,3.700107939200251994e-02,2.777777777777777624e-02,9.803755996927087102e-01
1.432966893940875730e-01,1.405501163312676272e-01,5.785218709849079266e-01,1.049887215151718983e-01,2.028429613600570350e-02,8.333333333333332871e-02,8.590724938426248514e-01
2.320878745259742082e-01,1.926488114546324182e-01,3.076528215204114014e-01,6.527100249353148809e-02,2.321059554715176193e-02,1.111111111111111049e-01,8.388382989950583513e-01
2.712087679179943089e-01,2.940726144925044638e-02,4.440328956069016786e-01,5.163683578887657416e-02,1.600368593682935381e-02,8.333333333333332871e-02,9.597632637495382424e-01
1.362637292156905211e-01,3.623218170415735961e-02,4.412970644289037625e-01,5.521722551510253874e-02,2.484399309222250912e-02,2.777777777777777624e-02,9.651132893006901803e-01
2.707692393466563652e-01,7.318060289778970063e-04,5.818188615827083465e-01,7.945793351775669311e-02,2.805614818827175186e-02,5.555555555555555247e-02,7.993665811863032156e-01
1.683516414694389840e-01,4.079785082787730499e-02,2.108281479364609023e-01,1.416833095779322649e-02,5.375362136699285420e-02,5.555555555555555247e-02,9.185832045879851471e-01
2.356043546151724843e-01,4.117862219771160816e-04,4.831841634023912868e-01,4.936865342682526803e-02,3.350394667812780364e-02,1.111111111111111049e-01,8.362152354210800054e-01
1.903296734667417056e-01,1.084046665219069450e-01,2.097020712689723065e-01,5.273292195432088131e-02,4.012822122312916656e-02,5.555555555555555247e-02,9.622583726669866611e-01
3.991208569218382962e-01,3.229865724244152525e-01,3.645595361829687131e-01,2.199870498068563218e-01,3.726312130149997404e-02,2.222222222222222099e-01,8.070936051329280492e-01
2.008791242142747568e-01,9.297525386883477572e-02,3.933974516021001011e-01,3.914653753075380410e-02,5.006071651698753427e-02,1.388888888888888951e-01,8.669836991427455342e-01
9.802197680584465167e-02,9.111898350307923167e-02,2.557575414328926433e-01,5.983066136809780250e-02,3.947299758126755070e-02,5.555555555555555247e-02,8.161588471639104059e-01
1.068131770288409527e-01,5.325830820722016190e-02,2.047250314012670491e-01,8.713106040180457895e-03,1.843363018355488950e-02,2.777777777777777624e-02,9.070976694301294829e-01
2.369230660884339146e-01,4.325657347652029500e-02,2.869782014316936136e-01,4.506898685261519211e-02,3.302204469006100873e-02,1.111111111111111049e-01,9.025717600213274405e-01
2.857142587658753619e-01,8.455026606136561984e-02,4.703593070654840669e-01,4.558700392571160553e-02,2.376159669981179473e-02,5.555555555555555247e-02,8.920403817096463905e-01
